SMILES,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
CC(=O)N(C)S(=O)(=O)c1ccc(C)cc1,,1.73,,1.26345,1.26345
CC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,,2.7,,2.456,2.456
CC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,2.88,,,2.84623,2.84764
CC(=O)N(C)c1ccc(O)cc1,,0.61,,0.518899,0.519979
CC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,,0.23,,0.514815,0.514815
CC(=O)N(C)c1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,2.9,,,2.28211,2.28211
CC(=O)N(C)c1ccccc1,1.1,1.12,,0.992053,0.992053
CC(=O)N(C)c1ccccc1C(=O)O,,1.85,,-1.90605,1.31779
CC(=O)N(C/C(O)=N/c1ccccc1)c1ccccc1,,2.01,,1.53294,1.62394
CC(=O)N(CC(O)CO)c1c(I)c(/C(O)=N/CCO)c(I)c(/C(O)=N\CCO)c1I,,-1.86,,-0.113765,-0.11252
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,,-3.05,,-2.76852,-2.76847
CC(=O)N(CCCl)c1ccc(CC(=O)O)cc1,,1.2,,-0.868164,1.7205
CC(=O)N(CCO)c1c(I)c(/C(O)=N/CC(O)CO)c(I)c(/C(O)=N/CC(O)CO)c1I,,-2.47,,-0.516874,-0.515741
CC(=O)N(CCO)c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,,-2.33,,-2.54714,-2.54701
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)O,,-0.51,,-1.45857,-0.495733
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC=O,,-0.33,,-0.339469,-0.311599
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNS(C)(=O)=O,,-0.36,,-0.288204,-0.25403
CC(=O)N(c1ccc(N2CCOCC2)nn1)n1c(C)ccc1C,,1.64,,1.41846,1.41859
CC(=O)N(c1ccccc1)C1CC(C)N(S(=O)(=O)c2ccccc2)c2ccccc21,3.68,,,3.66829,3.66829
CC(=O)N(c1ccccc1)S(C)(=O)=O,,0.29,,0.716781,0.716781
CC(=O)N(c1ccccc1)c1ccccc1,,2.02,,2.54478,2.54478
CC(=O)N(c1nc(=O)n(C(C)C)c(=O)n1C)C(C)C,,0.18,,0.660591,0.660591
CC(=O)N/N=C/c1ccc(Oc2ccc(F)cc2)cc1,,,1.96,3.38187,3.38234
CC(=O)N1CCCC1=O,,-0.05,,-0.508057,-0.508057
CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1,1.6,,,1.23189,1.3209
CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(F)ccc5c4OCO5)ncnc3c2)CC1,3.06,,,2.89308,2.93645
CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,2.2,,,3.09948,3.1491
CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,3.2,,,3.64768,3.69921
CC(=O)N1CCN(CCOc2ccc3[nH]c(-c4cc5ccccc5nc4O)cc3c2)CC1,,,3.2,2.87227,2.92845
CC(=O)N1CCN(c2ccc(NC(=O)c3nnc(Nc4ccccc4F)o3)cc2)CC1,2.51,,,2.74472,2.74478
CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,2.39,,,2.42984,2.45282
CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,2.82,,,1.53574,1.53775
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.7,4.35,3.7,3.71178,3.73556
CC(=O)N1CCN(c2nc(C#N)nc(NCC(C)C)c2N)CC1,2.4,,,1.46695,1.46702
CC(=O)N1CCOc2cc(COc3ccccc3)cnc21,2.8,,,1.80233,1.80233
CC(=O)N1CCOc2nc(OCc3ccccc3)ccc21,2.4,,,1.58762,1.58762
CC(=O)N1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,,,3.8,2.18926,2.18926
CC(=O)N1CCc2cc3nc(C)cc(C)c3cc21,,,2.65,2.32374,2.32997
CC(=O)N1c2ccc(C)cc2C2CN(C)CCC21,,1.25,,0.219801,1.68048
CC(=O)N=C1C(=O)c2ccccc2C(=O)C1Cl,,1.42,,1.34387,1.34387
CC(=O)N=C1SC(=Cc2ccc([N+](=O)[O-])o2)C(=O)N1C,,1.21,,0.93924,0.93924
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,,0.13,,-0.23751,-0.00693622
CC(=O)NC(=O)COC(=O)c1ccccc1,,1.24,,0.820416,0.820553
CC(=O)NC(=O)NC(C)=O,,-0.68,,-0.767765,-0.767685
CC(=O)NC(=O)Nc1ccccc1,,1.6,,0.963272,0.963372
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3cccc(F)n3)CC2)cc1,,,2.24,2.92076,2.96429
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,,,2.83,2.98754,3.07037
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3ncccn3)CC2)cc1,,,1.18,1.93348,1.97095
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3nccs3)CC2)cc1,,,2.01,2.29778,2.38021
CC(=O)NC(C)C(=O)NC(C)C(N)=O,,-2,,-1.67428,-1.67428
CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,,0.26,,0.205344,0.206137
CC(=O)NC(C)c1ccc(CN2CCN(c3cccc(F)n3)CC2)cc1,,,1.99,2.4388,2.4896
CC(=O)NC(C)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,,,2.08,2.47695,2.574
CC(=O)NC(C)c1ccc(CN2CCN(c3ncccn3)CC2)cc1,,,0.93,1.39389,1.43695
CC(=O)NC(C)c1ccc(CN2CCN(c3nccs3)CC2)cc1,,,1.76,1.81993,1.91166
CC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,3.1,,,3.18882,3.1902
CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(N)=O,,-0.12,,-0.564847,0.159244
CC(=O)NC(CC(N)=O)C(N)=O,,-2.41,,-2.44032,-2.44032
CC(=O)NC(CCC(=O)O)C(N)=O,,-2.47,,-3.85071,-1.75425
CC(=O)NC(CCCCN(Cc1ccccc1)C(=O)N(CCCl)N=O)C(=O)NCc1ccccc1,,2.46,,2.73737,2.73737
CC(=O)NC(CCCCNC(=O)N(C)N=O)C(=O)NCc1ccccc1,,1.18,,1.20685,1.207
CC(=O)NC(CCCCNC(=O)NCCCl)C(=O)NCc1ccccc1,,0.61,,1.02492,1.02493
CC(=O)NC(CCCN(Cc1ccccc1)C(=O)N(CCCl)N=O)C(=O)NCc1ccccc1,,1.92,,2.47568,2.47568
CC(=O)NC(CO)C(N)=O,,-1.87,,-2.14857,-2.14857
CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,,-0.03,,0.00359164,0.00359164
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(N)=O)C(C)C,,0.73,,0.591204,0.591205
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,,0.99,,0.999406,0.999407
CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,,1.32,,-2.74783,0.089626
CC(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,,0.43,,0.351479,0.351479
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,,0.65,,-1.77244,0.850839
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,,2.3,,2.09519,2.09519
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,,1.19,,1.04692,1.04692
CC(=O)NC(Cc1ccccc1)C(=O)O,,0.93,-0.7,-2.17148,0.77518
CC(=O)NC(Cc1ccccc1)C(N)=O,,-0.04,-1.76,-0.0189074,-0.0189074
CC(=O)NC1(c2ccc(CN3CCN(c4cccc(F)n4)CC3)cc2)CC1,,,1.8,2.69237,2.73577
CC(=O)NC1(c2ccc(CN3CCN(c4ccccc4)CC3)cc2)CC1,,,1.9,2.85655,2.93922
CC(=O)NC1(c2ccc(CN3CCN(c4ncccn4)CC3)cc2)CC1,,,0.75,1.65199,1.68912
CC(=O)NC1(c2ccc(CN3CCN(c4nccs4)CC3)cc2)CC1,,,1.58,2.07708,2.15773
CC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,,,1.42,1.59492,1.60775
CC(=O)NC1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,,1.03,,0.847237,0.85953
CC(=O)NC1=NN=C(C)CC1=O,,-0.89,,-0.416511,-0.415256
CC(=O)NC1C(=O)c2ccccc2C(=O)C1=Nc1ccccc1,,1.73,,1.41387,1.41387
CC(=O)NC1CC(=O)N(c2ccccc2)C1=O,,-0.33,,0.0165313,0.0165313
CC(=O)NC1CC(C)N(C(=O)c2ccccc2)c2ccccc21,2,,,2.4355,2.4355
CC(=O)NC1CC2CCCC(C1)N2C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,2.79,,,3.73398,3.73406
CC(=O)NC1CCSC1=O,,-0.35,,-0.192289,-0.192289
CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,2.76,,,2.79244,2.79719
CC(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,,-0.56,,-0.635105,-0.635105
CC(=O)NCC(=O)N[C@H](CC(C)C)C(=O)O,,,3.28,-3.11847,-0.231691
CC(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.4,,,1.41626,1.45397
CC(=O)NCC1CCCN(Cc2ccc(CN3CCCC(CNC(C)=O)C3)cc2)C1,,,0.74,0.936752,2.12349
CC(=O)NCCC(=O)NCc1c(O)c(=O)cc(C)n1C,,,-1.7,-1.46703,-1.4556
CC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(C)=O,,-0.03,,-0.206528,-0.171099
CC(=O)NCCCOc1cccc(CN2CCCCC2)c1,,2.15,,1.6337,2.87357
CC(=O)NCCSCS(=O)C[C@@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,,,0,-1.89468,-1.85404
CC(=O)NCCc1c[nH]c2ccccc12,,1.41,,1.69523,1.69523
CC(=O)NCCc1ccccc1,,1.19,,1.41034,1.41034
CC(=O)NCCn1c(Sc2ccnc(N3CCN(c4ccncc4)CC3)n2)nnc1-c1ccccc1,,,1.82,1.32502,2.09631
CC(=O)NC[C@H]1CN(c2ccc(-n3cc(C#N)nn3)c(F)c2)C(=O)O1,0.8,,,1.37907,1.37907
CC(=O)NC[C@H]1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,1.6,,,1.84428,1.84428
CC(=O)NC[C@H]1CN(c2ccc(-n3ccnc3)c(F)c2)C(=O)O1,0.7,,,1.13843,1.14316
CC(=O)NC[C@H]1CN(c2ccc(-n3cnc(C#N)c3)c(F)c2)C(=O)O1,1.51,,,1.27931,1.27931
CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4ccc(C#N)cn4)CC3)c(F)c2)C(=O)O1,1.98,,,1.42083,1.42089
CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4cnccn4)CC3)c(F)c2)C(=O)O1,1.49,,,1.27902,1.27908
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0.67,,,0.924281,0.924496
CC(=O)NC[C@H]1CN(c2ccc(N3Cc4cccnc4C3)c(F)c2)C(=O)O1,2.88,,,1.40861,1.40873
CC(=O)NC[C@H]1CN(c2ccc(N3Cc4ccncc4C3)c(F)c2)C(=O)O1,3.02,,,1.35167,1.3521
CC(=O)NCc1ccc(CN2CCN(c3ccc(F)cc3F)CC2)cc1,2.5,,1.83,3.1593,3.24281
CC(=O)NCc1ccc(CN2CCN(c3cccc(F)n3)CC2)cc1,,,1.45,2.08271,2.14064
CC(=O)NCc1ccc(CN2CCN(c3ccccc3)CC2)cc1,1.78,,1.55,2.11326,2.22486
CC(=O)NCc1ccc(CN2CCN(c3ccccn3)CC2)cc1,,,0.88,1.44726,1.53212
CC(=O)NCc1ccc(CN2CCN(c3cccnc3)CC2)cc1,,,0.49,1.54872,1.6483
CC(=O)NCc1ccc(CN2CCN(c3ccncc3)CC2)cc1,,,0.51,0.288926,1.45213
CC(=O)NCc1ccc(CN2CCN(c3cnccn3)CC2)cc1,,,-0.09,1.14211,1.20541
CC(=O)NCc1ccc(CN2CCN(c3ncccn3)CC2)cc1,,,0.4,1.01304,1.06128
CC(=O)NCc1ccc(CN2CCN(c3nccn3C)CC2)cc1,,,0.67,0.318597,0.742938
CC(=O)NCc1ccc(CN2CCN(c3nccs3)CC2)cc1,,,1.23,1.48157,1.58149
CC(=O)NCc1ccccc1,,0.95,,1.09193,1.09193
CC(=O)NN,,-1.58,,-1.67365,-1.67362
CC(=O)NNC(=O)Nc1cccc(C(F)(F)F)c1,,1.59,,1.40696,1.40845
CC(=O)NNC(=O)Nc1cccc(Cl)c1,,1.33,,1.03233,1.03317
CC(=O)NNC(=O)c1ccccn1,,-0.57,,-0.316294,-0.315178
CC(=O)NO,,-1.59,,-1.17123,-1.16998
CC(=O)NS(=O)(=O)c1ccc(N)cc1,,-0.96,,-1.16483,-0.187818
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,2.01,-1.89647,0.911263
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CC(C)C)C(=O)O,,,1.77,-1.71745,1.46647
CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)c(C)cc3n2)cc1,3.45,,,3.35424,3.35636
CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)cc(C)c3n2)cc1,3.46,,,3.48654,3.48801
CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,3.18,,,3.18882,3.1902
CC(=O)N[C@H](CC(C)C)C(=O)NCC(=O)O,,,3.28,-3.29666,-0.298701
CC(=O)N[C@H](CC(C)C)C(=O)O,,,-2.61,-2.72584,0.44068
CC(=O)N[C@H]1CC2(CCN(Cc3ccc4[nH]c5ccccc5c4c3)CC2)c2ccccc21,2.96,,,4.20161,4.78639
CC(=O)N[C@H]1CCN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,3.3,,,3.01246,3.01793
CC(=O)Nc1c(Br)cccc1Br,,1.53,,2.31517,2.31524
CC(=O)Nc1c(C(C)C)cccc1C(C)C,,2.41,,3.01436,3.01439
CC(=O)Nc1c(C)cc(Br)cc1C,,2.12,,2.44038,2.44043
CC(=O)Nc1c(C)cc(C)cc1[N+](=O)[O-],,1.18,,1.80921,1.8093
CC(=O)Nc1c(C)cc(O)cc1C,,0.31,,0.882748,0.883827
CC(=O)Nc1c(C)cccc1C,,1.07,,1.54686,1.54688
CC(=O)Nc1c(C)cccc1Cl,,1.22,,1.89627,1.89632
CC(=O)Nc1c(C)cccc1[N+](=O)[O-],,0.61,,1.44933,1.44939
CC(=O)Nc1c(Cl)cccc1Cl,,1.32,,2.19111,2.19129
CC(=O)Nc1c(F)c(F)c(F)c(F)c1F,,1.7,,1.69303,1.72131
CC(=O)Nc1c(F)cccc1F,,0.69,,1.24053,1.24073
CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,,-1.89,,-1.3979,-1.39764
CC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,,-2.06,,-1.77858,-1.77837
CC(=O)Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],,0.56,,1.12719,1.12804
CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,,3.72,,2.95319,2.95337
CC(=O)Nc1cc(C)c(Br)c(C)c1,,3.28,,2.71437,2.71439
CC(=O)Nc1cc(C)c(O)c(C)c1,,1.11,,1.09525,1.09601
CC(=O)Nc1cc(C)c(O)cc1C,,0.6,,0.95384,0.954932
CC(=O)Nc1cc(C)cc(C)c1,,2.17,,1.88438,1.88439
CC(=O)Nc1cc(C)ccc1C,,1.47,,1.71875,1.71876
CC(=O)Nc1cc(CN2C(=O)N(c3ccc(SC(F)(F)F)cc3)C(=O)C2(C)C)ccn1,2.93,,,3.32472,3.32481
CC(=O)Nc1cc(Cl)cc(Cl)c1,,3.17,,2.48602,2.48607
CC(=O)Nc1cc(Cl)cc2[nH]c(C)nc12,,,1.27,1.92004,1.92129
CC(=O)Nc1cc(Cl)ccc1C,,1.82,,2.1039,2.10392
CC(=O)Nc1cc(Cl)ccc1Cl,,2.19,,2.39175,2.39184
CC(=O)Nc1cc(NCC(C)O)c(Cl)cc1N=Nc1ccc([N+](=O)[O-])cc1Cl,,4,,4.19194,4.19206
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,,2.02,,0.667235,2.69493
CC(=O)Nc1cc(OC(F)(F)F)c(Cl)cc1Cl,,3.71,,2.9313,2.93215
CC(=O)Nc1cc2c(ccn2-c2cc(NC3CC3)n3ncc(C#N)c3n2)cc1C,2.66,,,2.43285,2.43299
CC(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,1.78,,1.78,1.41685,1.41692
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,2.91,,,2.93163,2.93242
CC(=O)Nc1ccc(/C=C/C2=NNC(=O)CC2C)cc1,,,1.27,1.74252,1.74275
CC(=O)Nc1ccc(Br)c(Cl)c1C,,2.69,,2.81706,2.81712
CC(=O)Nc1ccc(Br)cc1,,2.29,2.29,2.08689,2.08691
CC(=O)Nc1ccc(Br)cc1C,,2.03,,2.26445,2.26448
CC(=O)Nc1ccc(C#N)cc1,,1.37,,1.25083,1.25089
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,0.82,,,1.8352,1.83534
CC(=O)Nc1ccc(C(=O)O)c(O)c1,,1.62,,-1.53062,1.1538
CC(=O)Nc1ccc(C(=O)O)cc1,,1.31,,-1.27803,1.2692
CC(=O)Nc1ccc(C(C)(C)C)cc1,,3.05,,2.97757,2.97759
CC(=O)Nc1ccc(C(C)=O)cc1,,1.24,,1.01725,1.01731
CC(=O)Nc1ccc(C(F)(F)F)cc1,,2.52,,2.39085,2.39091
CC(=O)Nc1ccc(C(N)=O)cc1,,0.01,,0.252214,0.252278
CC(=O)Nc1ccc(C)c(C)c1,,2.1,,1.90453,1.90455
CC(=O)Nc1ccc(C)c(Cl)c1,,2.69,,2.2942,2.29423
CC(=O)Nc1ccc(C)cc1,,1.7,,1.63918,1.6392
CC(=O)Nc1ccc(C)cc1C,,1.46,,1.84909,1.84912
CC(=O)Nc1ccc(C)cc1[N+](=O)[O-],,1.49,,1.61814,1.61821
CC(=O)Nc1ccc(C=O)cc1,,1.25,,0.866591,0.866641
CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,2.9,,,3.16913,4.41573
CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,2.9,,,2.97734,3.32611
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,4.28,,,4.31169,4.31228
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,2.63,,,3.45285,3.45328
CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1,3.03,,,3.3614,3.36206
CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,3.33,,2.8892,2.88936
CC(=O)Nc1ccc(Cl)c(Cl)c1,,3,,2.56622,2.56628
CC(=O)Nc1ccc(Cl)c(Cl)c1Cl,,2.88,,2.98938,2.98965
CC(=O)Nc1ccc(Cl)cc1,,2.105,,1.97079,1.97081
CC(=O)Nc1ccc(Cl)cc1C(F)(F)F,,1.98,,2.66663,2.66702
CC(=O)Nc1ccc(Cl)cc1Cl,,2.18,,2.45847,2.45858
CC(=O)Nc1ccc(Cl)cc1F,,1.91,,2.06634,2.06647
CC(=O)Nc1ccc(Cl)cc1[N+](=O)[O-],,1.78,,1.96471,1.96488
CC(=O)Nc1ccc(F)cc1,,1.47,1.61,1.31367,1.3137
CC(=O)Nc1ccc(F)cc1F,,1.5,,1.44095,1.44104
CC(=O)Nc1ccc(I)cc1,,2.71,,2.35035,2.35036
CC(=O)Nc1ccc(N(C)C)cc1,,1,,1.26676,1.26881
CC(=O)Nc1ccc(N)cc1,,0.08,,0.0210793,0.0213104
CC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,3.04,,,2.9198,2.92116
CC(=O)Nc1ccc(O)c(C(C)(C)C)c1,,2.36,,2.09484,2.09521
CC(=O)Nc1ccc(O)c(C)c1,,0.79,,0.783555,0.784719
CC(=O)Nc1ccc(O)cc1,0.25,0.46,0.51,0.500654,0.502419
CC(=O)Nc1ccc(O)cc1C,,0.17,,0.680328,0.681759
CC(=O)Nc1ccc(O)cc1OC[C@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,2.76,,,2.75521,2.89255
CC(=O)Nc1ccc(O)cc1OC[C@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,2.1,,,2.28994,2.42077
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,,2.15,2.15,2.58563,2.58568
CC(=O)Nc1ccc(OC(C)=O)cc1,,0.925,,1.10753,1.10757
CC(=O)Nc1ccc(OC(F)(F)F)cc1,,2.62,,1.83093,1.83099
CC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,,0.94,,-1.13889,0.759643
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,,0.79,,-1.12451,0.880516
CC(=O)Nc1ccc(Oc2ccccc2)cc1,,3.13,,2.83468,2.83471
CC(=O)Nc1ccc(S(=O)(=O)F)cc1,,2.17,,1.0102,1.01029
CC(=O)Nc1ccc(S(=O)(=O)N2C3COC(C)(C)OCC32)cc1,,,2.3442,0.853987,0.854099
CC(=O)Nc1ccc(S(=O)(=O)N2[C@@H]3COCOC[C@H]32)cc1,,,-0.966,0.232201,0.232309
CC(=O)Nc1ccc(S(=O)(=O)N2[C@H]3COC(C(C)C)OC[C@@H]32)cc1,,,0.992,1.1605,1.16061
CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)nc(C)n2)cc1,,-0.14,,0.599973,0.953272
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc1,,,0,2.15834,2.8012
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2)cc1,2.8,,,2.22218,2.34913
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.24,,,1.0639,1.10882
CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(C)c(C)o2)cc1,,0.46,,0.632941,1.2421
CC(=O)Nc1ccc(S(C)(=O)=O)cc1,,0.58,,0.408503,0.40857
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,,-0.04,,-0.0876192,-0.086182
CC(=O)Nc1ccc([N+](=O)[O-])cc1,,1.66,,1.35397,1.35411
CC(=O)Nc1ccc2[nH]c(C)nc2c1,,,0.61,1.08947,1.12166
CC(=O)Nc1ccc2[nH]cc(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,2.65,,,2.48632,2.48645
CC(=O)Nc1ccc2c(=O)c(C)c(C)oc2c1[N+](=O)[O-],,1.61,,1.58221,1.58238
CC(=O)Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,,3.08,3.08,3.26743,3.26756
CC(=O)Nc1ccc2c(c1)N(c1cc(NC3CC3)n3ncc(C#N)c3n1)CC2,3.3,,,2.99691,2.99705
CC(=O)Nc1ccc2c(c1)S(=O)(=O)c1ccc(C)cc1C2=O,,2.76,2.76,2.22173,2.22194
CC(=O)Nc1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,,,2.35,1.88346,1.88369
CC(=O)Nc1ccc2c(c1)[nH]c1ccccc12,,,3.02,2.97027,2.97028
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2C,2.94,,,2.53949,2.53956
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCC(=O)O,-0.87,,,-0.690247,2.26044
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCCO,2.48,,,2.28468,2.28474
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCO,2.71,,,1.97029,1.97036
CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,0.2,,,0.741582,3.68556
CC(=O)Nc1ccc2cccnc2c1,,1.55,,1.48597,1.48885
CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,3.29,,,2.22274,2.22287
CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1,2.24,,,1.68217,1.68231
CC(=O)Nc1ccc2ccn(-c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1,2.58,,,1.92345,1.92356
CC(=O)Nc1ccc2ccn(-c3cc(NCCCN(C)C)n4ncc(C#N)c4n3)c2c1,1.62,,,1.02943,2.52902
CC(=O)Nc1ccc2ccn(-c3cc(NCCCN4CCCC4)n4ncc(C#N)c4n3)c2c1,1.87,,,1.34093,3.06606
CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCCC4)n4ncc(C#N)c4n3)c2c1,2.24,,,1.27028,2.6438
CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,3.57,,,2.13403,2.13422
CC(=O)Nc1ccc2cnn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,3.44,,,1.9839,1.98404
CC(=O)Nc1ccc2nc(-c3cccc(F)c3)cc(O)c2c1,2.41,,,3.25282,3.32299
CC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1,,0.86,,0.586058,0.682113
CC(=O)Nc1ccc2ncccc2c1,,1.55,,1.54741,1.5479
CC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,,2.45,,2.43191,2.43197
CC(=O)Nc1cccc(Br)c1,,2.31,,2.01609,2.0161
